sentence,miti_code,augmented,source
"ええ,そうすべきだと分かっています,毎年新年に“今年は禁煙する”といいますが,何かあるとできない,やめられたんです。何もなければやめられるのに・・・。[SEP]それはあなたの「やるべき仕事」の中で,最優先ではあるのね[SEP]ええ",2,True,case4.csv
"ええ,そうすべきだと分かっています,毎年新年に“今年は禁煙する”といいますが,何かあるとできて,やめられたいんです。何もなければやめられるのに・・・。[SEP]それはあなたの「やるべき仕事」の中で,最優先では無いのね[SEP]ええ",2,True,case4.csv
ええ，そうすべきだと分かっています，毎年新年に“今年は禁煙する”といいますが，何かあるとできない，やめられないんです。何もなければやめられるのに・・・。[SEP]それはあなたの「やるべき仕事」の中で，最優先ではないのね[SEP]ええ,2,False,case4.csv
そうなんですよね。[SEP]でもそれがなかなかいいと。[SEP]はい。気をつけてはいるんですが...,2,True,case7.csv
そうなんですよね。[SEP]でもそれがなかなかだと。[SEP]はい。気をつけてはいるんですが...,2,True,case7.csv
そうなんですよね。[SEP]でもそれがなかなか面白いと。[SEP]はい。気をつけてはいるんですが...,2,True,case7.csv
そうなんですよね。[SEP]でもそれがなかなか難しいと。[SEP]はい。気をつけてはいるんですが…,2,False,case7.csv
えぇ[SEP]やりたいということがあると最初におっしゃっていたのですが、やったらどんないいことがあると思いますか[SEP]出来てるかわからないけど、自分が成長してる気がするし。する。自分の成長も知れる。かな。,3,True,case2!.csv
えぇ[SEP]やりたいという事があると最初におっしゃっていたのですが、やったらどんないいものがあると思いますか[SEP]出来てるかわからないけど、自分が成長してる気がするし。する。自分の気持ちも知れる。かな。,3,True,case2!.csv
えぇ[SEP]やりたいという気持ちがあると最初におっしゃっていたのですが、やったらどんないいところがあると思いますか[SEP]出来てるかわからないけど、自分が成長してる気がするし。する。自分のことも知れる。かな。,3,True,case2!.csv
えぇ[SEP]やりたいという気持ちがあると最初におっしゃっていたのですが、やったらどんないいことがあると思いますか[SEP]出来てるかわからないけど、自分が成長してる気がするし。する。自分のことも知れる。かな。,3,False,case2!.csv
そうですね。ただ、そうですよね。[SEP]そうだね。でも、来られているときもあるよね。その時はどんな時かな?[SEP]うぅん...たまたま起きるとか、そんなに緊張していなくても起きられるんですよね。,3,True,case7.csv
そうですね。ただ、それですよね。[SEP]そうだね。でも、来られているときもあるよね。その時はどんなことかな?[SEP]うぅん...たまたま起きるとか、そんなに興奮していなくても起きられるんですよね。,3,True,case7.csv
そうですね。ただ、大変ですよね。[SEP]そうだね。でも、来られているときもあるよね。その時はどんなのかな?[SEP]うぅん...たまたま起きるとか、そんなに意識していなくても起きられるんですよね。,3,True,case7.csv
そうですね。ただ、難しいですよね。[SEP]そうだね。でも、来られているときもあるよね。その時はどんな感じかな？[SEP]うぅん．．．たまたま起きるとか、そんなに意識していなくても起きられるんですよね。,3,False,case7.csv
"薬は好きではありません。[SEP]OK,他の方と一緒に体験することができるサポートグループや勉強会もあります。時々,ただそのサポートを受けるだけで大きな恩恵を被る。特にストレスがストレス緩和になるような人にとってはそんな場所が役立つかもしれません。[SEP]それはよさそうですね,でも全てに参加する時間があるかどうか。",0,True,case4.csv
"薬は好きではありません。[SEP]OK,他の方と一緒に体験する事ができるサポートグループや勉強会もあります。時々,ただそのサポートを受けるだけで大きな恩恵を被る。特に自分が重緩和になるような人にとってはそんな場所が役立つかもしれません。[SEP]それはよさそうですね,でも全てに参加する時間があるかどうか。",0,True,case4.csv
"薬は好きではありません。[SEP]OK,他の方と一緒に体験する体験ができるサポートグループや勉強会もあります。時々,ただそのサポートを受けるだけで大きな恩恵を被る。特に薬が難緩和になるような人にとってはそんな場所が役立つかもしれません。[SEP]それはよさそうですね,でも全てに参加する時間があるかどうか。",0,True,case4.csv
薬は好きではありません。[SEP]OK，他の方と一緒に体験することができるサポートグループや勉強会もあります。時々，ただそのサポートを受けるだけで大きな恩恵を被る。特に喫煙がストレス緩和になるような人にとってはそんな場所が役立つかもしれません。[SEP]それはよさそうですね，でも全てに参加する時間があるかどうか。,0,False,case4.csv
思う。続けていきたいって思うけど、それでも使う意味がないからやらなくてもいいのかなとも思っちゃう。[SEP]実際に役に立たないかもしれないからやらなくてもいいかなっていう気持ちはどっかには少しある。[SEP]うんある。,1,True,case2!.csv
思う。続けていきたいって思うけど、少しでも使う気がないからやらなくてもいいのかなとも思っちゃう。[SEP]実際に役に立たないかもしれないからやらなくてもいいかなっていうのはどっかには少しある。[SEP]うんある。,1,True,case2!.csv
思う。続けていきたいって思うけど、自分でも使う時間がないからやらなくてもいいのかなとも思っちゃう。[SEP]実際に役に立たないかもしれないからやらなくてもいいかなっていうことはどっかには少しある。[SEP]うんある。,1,True,case2!.csv
思う。続けていきたいって思うけど、会社でも使う機会がないからやらなくてもいいのかなとも思っちゃう。[SEP]実際に役に立たないかもしれないからやらなくてもいいかなっていう気持ちはどっかには少しある。[SEP]うんある。,1,False,case2!.csv
いや、それが、特に何があったというわけではないんですが、間に合わなくて。[SEP]大丈夫ですよ。たまにはそういう日もありますからね。無理せず、自分のペースで行きましょう。[SEP]そうですね。すみません。,5,True,case7.csv
いや、それが、特に何があったということではあるんですが、間に合わなくて。[SEP]大丈夫ですよ。たまにはそういう日もありますからね。無理せず、私のペースで行きましょう。[SEP]そうですね。すみません。,5,True,case7.csv
いや、それが、特に何があったという意味では無いんですが、間に合わなくて。[SEP]大丈夫ですよ。たまにはそういう日もありますからね。無理せず、僕のペースで行きましょう。[SEP]そうですね。すみません。,5,True,case7.csv
いや、それが、特に何があったというわけでは無いんですが、間に合わなくて。[SEP]大丈夫ですよ。たまにはそういう日もありますからね。無理せず、自分のペースで行きましょう。[SEP]そうですね。すみません。,5,False,case7.csv
"とにかくそれをする時間がない...[SEP]やめられないという言い訳をしないで!非常に大事なことなんですから。[SEP]わかってます。知っているんです。何ひとつ問題のない人なんていないでしよ?本当に,それは本当に難しいことなんです。",0,True,case3.csv
"とにかくそれをする時間がない...[SEP]やめられないという言い訳をしないと!非常に大事な人なんですから。[SEP]わかってます。知っているんです。何ひとつ問題のない人なんていないでしよ?本当に,それは本当に難しい問題なんです。",0,True,case3.csv
"とにかくそれをする時間がない...[SEP]やめられないという言い訳をしないって!非常に大事な仕事なんですから。[SEP]わかってます。知っているんです。何ひとつ問題のない人なんていないでしよ?本当に,それは本当に難しい仕事なんです。",0,True,case3.csv
とにかくそれをする時間がない…[SEP]やめられないという言い訳をしないこと！非常に大事なことなんですから｡[SEP]わかってます。知っているんです。何ひとつ問題のない人なんていないでしよ？本当に，それは本当に難しいことなんです。,0,False,case3.csv
そうですね、実際に、新しい、私だと、精神疾患に関するMIがどうかとか、国内ではまだ無かったりして、新しい情報みたいなのが聞きたいなぁとは思ってるけど、難しかったりとか、まあ教科書も海外だと豊富にあるんですけど、物すごい時間がかかってしまって、いまの技術では。まあそういうところもあるし、まあ勉強だけじゃなくても、子供と旅行とかいったら楽しいだろうなぁって。[SEP]えーとじゃあ、英語を勉強されると、子どもさんと旅行して家族の思い出を作る時にも、っていうのもあるし、あなたのお仕事の専門領域で習った内容を活かすっていう時に役立ちそうなんですね。[SEP]そうですねぇ、そういった目標は持ってますけどねぇ。,2,True,case5!.csv
そうですね、実際に、新しい、私だと、精神疾患に関するMIがどうかとか、国内ではまだ無かったりして、新しい情報みたいなのが聞きたいなぁとは思ってるけど、難しかったりとか、まあ教科書も今だと豊富にあるんですけど、物すごい時間がかかってしまって、いまの技術では。まあそういうところもあるし、まあそれだけじゃなくても、子供と旅行とかいったら楽しいだろうなぁって。[SEP]えーとじゃあ、それを勉強されると、子どもさんと旅行して家族の思い出を作る時にも、っていうのもあるし、あなたのお仕事の専門領域で習った内容を活かすっていう時に役立ちそうなんですね。[SEP]そうですねぇ、そういった目標は持ってますけどねぇ。,2,True,case5!.csv
そうですね、実際に、新しい、私だと、精神疾患に関するMIがどうかとか、国内ではまだ無かったりして、新しい情報みたいなのが聞きたいなぁとは思ってるけど、難しかったりとか、まあ教科書も私だと豊富にあるんですけど、物すごい時間がかかってしまって、いまの技術では。まあそういうところもあるし、まあ教育だけじゃなくても、子供と旅行とかいったら楽しいだろうなぁって。[SEP]えーとじゃあ、これを勉強されると、子どもさんと旅行して家族の思い出を作る時にも、っていうのもあるし、あなたのお仕事の専門領域で習った内容を活かすっていう時に役立ちそうなんですね。[SEP]そうですねぇ、そういった目標は持ってますけどねぇ。,2,True,case5!.csv
そうですね、実際に、新しい、私だと、精神疾患に関するＭＩがどうかとか、国内ではまだ無かったりして、新しい情報みたいなのが聞きたいなぁとは思ってるけど、難しかったりとか、まあ教科書も英語だと豊富にあるんですけど、物すごい時間がかかってしまって、いまの技術では。まあそういうところもあるし、まあ勉強だけじゃなくても、子供と旅行とかいったら楽しいだろうなぁって。[SEP]えーとじゃあ、英語を勉強されると、子どもさんと旅行して家族の思い出を作る時にも、っていうのもあるし、あなたのお仕事の専門領域で習った内容を活かすっていう時に役立ちそうなんですね。[SEP]そうですねぇ、そういった目標は持ってますけどねぇ。,2,False,case5!.csv
うん。[SEP]今のスポーツとして続けられそうだなというのは10点だとしたら何点ぐらい?[SEP]3,4,True,case2!.csv
うん。[SEP]今の人生として続けられそうだなということは10点満点としたら何点ぐらい?[SEP]3,4,True,case2!.csv
うん。[SEP]今の職業として続けられそうだなという気持ちは10点あるとしたら何点ぐらい?[SEP]3,4,True,case2!.csv
うん。[SEP]今の気持ちとして続けられそうだなという気持ちは１０点満点としたら何点ぐらい？[SEP]3,4,False,case2!.csv
はい。[SEP]なんだか飲みたいんですね。せっかく飲んでるのに...[SEP]はぁ...,2,True,case9.csv
はい。[SEP]なんだかやりたいのですね。せっかく飲んでるのに...[SEP]はぁ...,2,True,case9.csv
はい。[SEP]なんだかしたいもんですね。せっかく飲んでるのに...[SEP]はぁ...,2,True,case9.csv
はい。[SEP]なんだかもったいないですね。せっかく飲んでるのに…[SEP]はぁ…,2,False,case9.csv
うん、少しあるかな。[SEP]今後この会を通じて信頼関係が出来てみんなとの話ができたらもしかしたら、参加できるかもしれない。[SEP]難しい。わかんない。,2,True,case2!.csv
うん、少しあるかな。[SEP]今後この会を通じて人間関係が出来てみんなとも話ができたらもしかしたら必ず参加できるかもしれない。[SEP]難しい。わかんない。,2,True,case2!.csv
うん、少しあるかな。[SEP]今後この会を通じて交友関係が出来てみんなとお話ができたらもしかしたら全員参加できるかもしれない。[SEP]難しい。わかんない。,2,True,case2!.csv
うん、少しあるかな。[SEP]今後この会を通じていい関係が出来てみんなと楽しく話ができたらもしかしたら楽しく参加できるかもしれない。[SEP]難しい。わかんない。,2,False,case2!.csv
3[SEP]1とか2じゃないのはどういうところから、今3になってるんですか?[SEP]今日もこういうのがあるよと誘ってくれた人がいて、遊びに来てくれた人がいるから一人じゃないから。,3,True,case2!.csv
3[SEP]1とか2じゃいうのはどういうところから、今3になってるんですか?[SEP]今日もこういうのがあるよと誘ってくれた人がいて、一緒に来てくれた人がいるから一人じゃねえから。,3,True,case2!.csv
3[SEP]1とか2じゃってのはどういうところから、今3になってるんですか?[SEP]今日もこういうのがあるよと誘ってくれた人がいて、迎えに来てくれた人がいるから一人じゃいいから。,3,True,case2!.csv
3[SEP]１とか２じゃないのはどういうところから、今３になってるんですか？[SEP]今日もこういうのがあるよと誘ってくれた人がいて、一緒に来てくれた人がいるから一人じゃないから。,3,False,case2!.csv
はい。[SEP]それでもなかなかその気が出てこないというのは、何度か失敗していたり、今の仕事が忙しかったりということがあるわけですね。[SEP]そうです。どうせこんなに書いたって無駄だろうと思ってしまいます。,2,True,case1.csv
はい。[SEP]それでもなかなかいい気が出てこないというのは、何度か失敗していたり、今の仕事が忙しかったりというのがあるわけですね。[SEP]そうです。どうせこんなこと書いたって無駄だろうと思ってしまいます。,2,True,case1.csv
はい。[SEP]それでもなかなかやる気が出てこないというのは、何度か失敗していたり、今の仕事が忙しかったりという部分があるわけですね。[SEP]そうです。どうせこんな事書いたって無駄だろうと思ってしまいます。,2,True,case1.csv
はい。[SEP]それでもなかなかやる気が出てこないというのは、何度か失敗していたり、今の仕事が忙しかったりということがあるわけですね。[SEP]そうです。どうせこんな書類書いたって無駄だろうと思ってしまいます。,2,False,case1.csv
"それはよさそうですね,でも全てに参加する時間があるかどうか。[SEP]もちろん,時間もたくさん取られるかもしれませんし,あなたの生活に合わないかもしれません。あなたの生活に合うようないくつかの選択肢について話ができればと思うのですが。[SEP]とても嬉しいです",4,True,case4.csv
"それはよさそうですね,でも全てに参加する時間があるかどうか。[SEP]もちろん,時間もたくさん取られるかもしれませんし,あなたの考えに合わるかもしれません。あなたの生活に合うようないくつかの解決肢について話ができればと思うのですが。[SEP]とても嬉しいです",4,True,case4.csv
"それはよさそうですね,でも全てに参加する時間があるかどうか。[SEP]もちろん,時間もたくさん取られるかもしれませんし,あなたの人生に合わうかもしれません。あなたの生活に合うようないくつかの決定肢について話ができればと思うのですが。[SEP]とても嬉しいです",4,True,case4.csv
それはよさそうですね，でも全てに参加する時間があるかどうか。[SEP]もちろん，時間もたくさん取られるかもしれませんし，あなたの生活に合わないかもしれません。あなたの生活に合うようないくつかの選択肢について話ができればと思うのですが。[SEP]とても嬉しいです,4,False,case4.csv
一時的に業研で禁煙やってたもんだから、一応協力するわ~、っていうけどもぉ~。なんや、なんでこんなイライラするんやろなーって。だからね、パッチがいるかな。でも禁煙をやっていたKさんがパッチしながら普通に吸っていて、それはいかんやろーって(笑)。[SEP]パッチは効果なさそう。[SEP]パッチはそう、でも飲み薬よりはパッチ!,2,True,case8!.csv
一時的に業研で禁煙やってたもんだから、一応協力するわ~、っていうけどもぉ~。なんや、なんでこんなイライラするんやろなーって。だからって、医者がいるかな。でも空手をやっていたKさんがパッチしながら普通に吸っていて、それはいかんやろーって(笑)。[SEP]パッチは効果なさそう。[SEP]パッチはそう、でも飲み薬よりはパッチ!,2,True,case8!.csv
一時的に業研で禁煙やってたもんだから、一応協力するわ~、っていうけどもぉ~。なんや、なんでこんなイライラするんやろなーって。だからこそ、君がいるかな。でもタバコをやっていたKさんがパッチしながら普通に吸っていて、それはいかんやろーって(笑)。[SEP]パッチは効果なさそう。[SEP]パッチはそう、でも飲み薬よりはパッチ!,2,True,case8!.csv
一時的に業研で禁煙やってたもんだから、一応協力するわ～、っていうけどもぉ～。なんや、なんでこんなイライラするんやろなーって。だからパッチ、パッチがいるかな。でもパッチをやっていたKさんがパッチしながら普通に吸っていて、それはいかんやろーって（笑）。[SEP]パッチは効果なさそう。　[SEP]パッチはそう、でも飲み薬よりはパッチ！,2,False,case8!.csv
そう。」っていう。[SEP]人が増えちゃうかなって怖さがある。[SEP]そう。せっかくズボンも小さく、これも(ズボンを指さし)小っちゃくしたのに。うん。,1,True,case8!.csv
そう。』っていう。[SEP]子供が増えちゃうかなって怖さがある。[SEP]そう。せっかくズボンも小さく、これも(スカートを指さし)小っちゃくしたのに。うん。,1,True,case8!.csv
そう。だっていう。[SEP]仕事が増えちゃうかなって怖さがある。[SEP]そう。せっかくズボンも小さく、これも(パンツを指さし)小っちゃくしたのに。うん。,1,True,case8!.csv
そう。怖いっていう。[SEP]体重が増えちゃうかなって怖さがある。　[SEP]そう。せっかくズボンも小さく、これも（スーツを指さし）小っちゃくしたのに。うん。,1,False,case8!.csv
そうですね、私よりも父の方が湯水の様に、足りなければまた借りればいいと借りてしまって、また結局闇金に手を出して、トータル140万、あるのでこれをこれの返済が月々10万以上あるので、やっぱり生活が厳しいので、エアコンも壊れたし、熱中症になってるし、なのでまたどっかからこのお金を借りたいな、コン代だけでも借りたいなと思ってきたんですけど。[SEP]じゃあ今一番困っていることは、この暑さをしのぐためにエアコンが必要だなと思っていること。その一方でこの金を貸してくれるところがもうない。[SEP]もうないです。あのエアコンを買うために電化製品家電屋さんの審査通したんですけど通らなかったんです。なので困っています。,2,True,case6!.csv
そうですね、私よりも父の方が湯水の様に、足りなければまた借りればいいと借りてしまって、また結局闇金に手を出して、トータル140万、あるのでこれをこれの返済が月々10万以上あるので、やっぱり生活が厳しいので、コンコンも壊れたし、熱中症になってるし、なのでまたどっかからこのお金を借りたいな。コン代だけでも借りたいなと思ってきたんですけど。[SEP]じゃあ今一番困っていることは、この暑さをしのぐためにコンコンが必要だなと思っていること。その一方でこの金を貸してくれるところがもうない。[SEP]もうないです。あのエアコンを買うために電化製品家電屋さんの審査通したんですけど通らなかったんです。なので困っています。,2,True,case6!.csv
そうですね、私よりも父の方が湯水の様に、足りなければまた借りればいいと借りてしまって、また結局闇金に手を出して、トータル140万、あるのでこれをこれの返済が月々10万以上あるので、やっぱり生活が厳しいので、このコンも壊れたし、熱中症になってるし、なのでまたどっかからこのお金を借りたいなとコン代だけでも借りたいなと思ってきたんですけど。[SEP]じゃあ今一番困っていることは、この暑さをしのぐためにこのコンが必要だなと思っていること。その一方でこの金を貸してくれるところがもうない。[SEP]もうないです。あのエアコンを買うために電化製品家電屋さんの審査通したんですけど通らなかったんです。なので困っています。,2,True,case6!.csv
そうですね、私よりも父の方が湯水の様に、足りなければまた借りればいいと借りてしまって、また結局闇金に手を出して、トータル140万、あるのでこれをこれの返済が月々10万以上あるので、やっぱり生活が厳しいので、エアコンも壊れたし、熱中症になってるし、なのでまたどっかからこのお金を借りたいなエアコン代だけでも借りたいなと思ってきたんですけど。 [SEP]じゃあ今一番困っていることは、この暑さをしのぐためにエアコンが必要だなと思っていること。その一方でこの金を貸してくれるところがもうない。[SEP]もうないです。あのエアコンを買うために電化製品家電屋さんの審査通したんですけど通らなかったんです。なので困っています。,2,False,case6!.csv
そうですね...まぁ、ちょっと見すぎなのかな。[SEP]いや、好きなんだね。[SEP]そうなんですよ。ちゃんとしてあるのがあるんで...,2,True,case7.csv
そうですね...まぁ、もっと見すぎなのかな。[SEP]みんな、好きなんだね。[SEP]そうなんですよ。こうしてあるのがあるんで...,2,True,case7.csv
そうですね...まぁ、よく見すぎなのかな。[SEP]ああ、好きなんだね。[SEP]そうなんですよ。ちょっとしてあるのがあるんで...,2,True,case7.csv
そうですね…まぁ、テレビ見すぎなのかな。[SEP]テレビ、好きなんだね。[SEP]そうなんですよ。録画してあるのがあるんで…,2,False,case7.csv
そうですね。今は、応募作品の締め切りに追われている感じなので、もう少し余裕をもって準備をしたいです。[SEP]いいじゃないですか!早めに準備すると気分的にも余裕が持てそうですね。[SEP]そうなんです。今はいつもぎりぎりで、夜20時までに大きな郵便局まで荷物を出しに行くこともあるので、それが無いだけでも、だいぶ効率的になると思います。,2,True,case1.csv
そうですね。今は、応募受付の締め切りに追われている感じなので、もう少し余裕をもって準備をしたいです。[SEP]いいじゃないですか!早めに準備すると気分的にも余裕が持てそうですね。[SEP]そうなんです。今はいつもぎりぎりで、夜20時までに大きな郵便局まで顔を出しに行く必要もあるので、それが無いだけでも、だいぶ効率的になると思います。,2,True,case1.csv
そうですね。今は、応募者の締め切りに追われている感じなので、もう少し余裕をもって準備をしたいです。[SEP]いいじゃないですか!早めに準備すると気分的にも余裕が持てそうですね。[SEP]そうなんです。今はいつもぎりぎりで、夜20時までに大きな郵便局まで手紙を出しに行くところもあるので、それが無いだけでも、だいぶ効率的になると思います。,2,True,case1.csv
そうですね。今は、応募書類の締め切りに追われている感じなので、もう少し余裕をもって準備をしたいです。[SEP]いいじゃないですか！早めに準備すると気分的にも余裕が持てそうですね。[SEP]そうなんです。今はいつもぎりぎりで、夜20時までに大きな郵便局まで書類を出しに行くこともあるので、それが無いだけでも、だいぶ効率的になると思います。,2,False,case1.csv
"ええと,それって私と子どもの問題でしよ。私は煙草を吸ってますよ。う-ん,息子のそばでは吸わないように本当に気をつけています。でも妊娠していた時は除いて10年吸い続けています。シングルマザーでいるのはとてもストレスフルでまた,仕事もあります。だから,また吸いはじめてしまいました。[SEP]いろいろなことがあって,たばこを吸うことはリラックスする,ストレス解消法の一つになっているのですね。[SEP]そう,そうなんです。人によってはワインでしようし,私にはタバコなんです。",2,True,case4.csv
"ええと,それって私と子どもの問題でしよ。私は煙草を吸ってますよ。う-ん,息子のそばでは吸わないように本当に気をつけています。でも妊娠していた時は除いて10年吸い続けています。シングルマザーでいることはとてもストレスフルでまた,仕事もあります。だから,また吸いはじめてしまいました。[SEP]いろいろな理由があって,たばこを吸うのはリラックスする,ストレス解消法の一つになっているのですね。[SEP]そう,そうなんです。人によってはワインでしようし,私にはタバコなんです。",2,True,case4.csv
"ええと,それって私と子どもの問題でしよ。私は煙草を吸ってますよ。う-ん,息子のそばでは吸わないように本当に気をつけています。でも妊娠していた時は除いて10年吸い続けています。シングルマザーでいる間はとてもストレスフルでまた,仕事もあります。だから,また吸いはじめてしまいました。[SEP]いろいろな方法があって,たばこを吸う事はリラックスする,ストレス解消法の一つになっているのですね。[SEP]そう,そうなんです。人によってはワインでしようし,私にはタバコなんです。",2,True,case4.csv
ええと，それって私と子どもの問題でしよ。私は煙草を吸ってますよ。う－ん，息子のそばでは吸わないように本当に気をつけています。でも妊娠していた時は除いて10年吸い続けています｡シングルマザーでいることはとてもストレスフルでまた，仕事もあります。だから，また吸いはじめてしまいました。[SEP]いろいろなことがあって，たばこを吸うことはリラックスする，ストレス解消法の一つになっているのですね。[SEP]そう，そうなんです。人によってはワインでしようし，私にはタバコなんです。,2,False,case4.csv
んー、そうね、悩んでる...まぁちょっとやって、オンライン英会話とかトライして。ただ忙しい時は難しい、そんなところを繰り返してる状況ですかね。[SEP]もし、英語の勉強をされて、少し前のワークショップとか資料を読めたりすると、どんないいことがありますか?[SEP]そうですね、実際に、新しい、私だと、精神疾患に関するMIがどうかとか、国内ではまだ無かったりして、新しい情報みたいなのが聞きたいなぁとは思ってるけど、難しかったりとか、まあ教科書も海外だと豊富にあるんですけど、物すごい時間がかかってしまって、いまの技術では。まあそういうところもあるし、まあ勉強だけじゃなくても、子供と旅行とかいったら楽しいだろうなぁって。,3,True,case5!.csv
んー、そうね、悩んでる...まぁちょっとやって、オンライン英会話とかトライして。ただ忙しい時は難しい、そんなところを繰り返してる状況ですかね。[SEP]もし、国語の勉強をされて、少しだけのワークショップとか資料を読めたりすると、どんないいことがありますか?[SEP]そうですね、実際に、新しい、私だと、精神疾患に関するMIがどうかとか、国内ではまだ無かったりして、新しい情報みたいなのが聞きたいなぁとは思ってるけど、難しかったりとか、まあ教科書も今だと豊富にあるんですけど、物すごい時間がかかってしまって、いまの技術では。まあそういうところもあるし、まあ勉強だけじゃなくても、子供と旅行とかいったら楽しいだろうなぁって。,3,True,case5!.csv
んー、そうね、悩んでる...まぁちょっとやって、オンライン英会話とかトライして。ただ忙しい時は難しい、そんなところを繰り返してる状況ですかね。[SEP]もし、たくさんの勉強をされて、少し英語のワークショップとか資料を読めたりすると、どんないいことがありますか?[SEP]そうですね、実際に、新しい、私だと、精神疾患に関するMIがどうかとか、国内ではまだ無かったりして、新しい情報みたいなのが聞きたいなぁとは思ってるけど、難しかったりとか、まあ教科書も日本だと豊富にあるんですけど、物すごい時間がかかってしまって、いまの技術では。まあそういうところもあるし、まあ勉強だけじゃなくても、子供と旅行とかいったら楽しいだろうなぁって。,3,True,case5!.csv
んー、そうね、悩んでる…まぁちょっとやって、オンライン英会話とかトライして。ただ忙しい時は難しい、そんなところを繰り返してる状況ですかね。[SEP]もし、英語の勉強をされて、少し英語のワークショップとか資料を読めたりすると、どんないいことがありますか？[SEP]そうですね、実際に、新しい、私だと、精神疾患に関するＭＩがどうかとか、国内ではまだ無かったりして、新しい情報みたいなのが聞きたいなぁとは思ってるけど、難しかったりとか、まあ教科書も英語だと豊富にあるんですけど、物すごい時間がかかってしまって、いまの技術では。まあそういうところもあるし、まあ勉強だけじゃなくても、子供と旅行とかいったら楽しいだろうなぁって。,3,False,case5!.csv
そうですね...[SEP]そうすると、今、テレビと、仕事の持ち帰りとあったわけだけど、今後、遅刻を減らすためにできそうなことがあるとしたら、どんなでしょう?[SEP]まずは、テレビですかね。きちんと時間を決めようと思います。録画してあるのをすべて見るとなると、遅くなってしまうので。,3,True,case7.csv
そうですね...[SEP]そうすると、今、テレビと、仕事の持ち帰りとあったわけだけど、今後、遅刻を減らすためにできそうな仕事があるとしたら、どんなです?[SEP]まずは、テレビですかね。きちんとスケジュールを決めようと思います。録画してあるのをすべて見るとなると、遅くなってしまうので。,3,True,case7.csv
そうですね...[SEP]そうすると、今、テレビと、仕事の持ち帰りとあったわけだけど、今後、遅刻を減らすためにできそうなテレビがあるとしたら、どんなの?[SEP]まずは、テレビですかね。きちんと時刻を決めようと思います。録画してあるのをすべて見るとなると、遅くなってしまうので。,3,True,case7.csv
そうですね…[SEP]そうすると、今、テレビと、仕事の持ち帰りとあったわけだけど、今後、遅刻を減らすためにできそうなことがあるとしたら、どんなこと？[SEP]まずは、テレビですかね。きちんと時間を決めようと思います。録画してあるのをすべて見るとなると、遅くなってしまうので。,3,False,case7.csv
